nome_associado;sobrenome_associado;idade_associado;vlr_transacao_movimento;des_tranacao_movimento;data_movimento;numero_cartao;nome_impresso_cartao;data_criacao_cartao;tipo_conta;data_criacao_conta
Nome1;Sobrenome1;19;131.00;Restaurante;2025-05-02 17:16:35;4000000000000012;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome8;Sobrenome8;26;618.00;Supermercado;2024-01-01 17:16:35;4000000000000081;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome51;Sobrenome51;19;211.00;Restaurante;2025-02-11 17:16:35;4000000000000511;Nome51;2025-07-11 17:16:35;J;2025-07-11 17:16:35
Nome14;Sobrenome14;32;424.00;Pagamento Aluguel;2024-07-13 17:16:35;4000000000001141;Nome14;2025-05-09 17:16:35;F;2025-05-09 17:16:35
Nome85;Sobrenome85;53;995.00;Restaurante;2022-12-20 17:16:35;4000000000000851;Nome85;2025-06-07 17:16:35;J;2025-06-07 17:16:35
Nome28;Sobrenome28;46;458.00;Supermercado;2024-06-09 17:16:35;4000000000000282;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome3;Sobrenome3;21;763.00;Restaurante;2023-08-09 17:16:35;4000000000000031;Nome3;2025-08-28 17:16:35;J;2025-08-28 17:16:35
Nome54;Sobrenome54;22;214.00;Supermercado;2025-02-08 17:16:35;4000000000000541;Nome54;2025-07-08 17:16:35;F;2025-07-08 17:16:35
Nome95;Sobrenome95;63;555.00;Restaurante;2024-03-04 17:16:35;4000000000000951;Nome95;2025-05-28 17:16:35;J;2025-05-28 17:16:35
Nome66;Sobrenome66;34;226.00;Supermercado;2025-01-27 17:16:35;4000000000000661;Nome66;2025-06-26 17:16:35;F;2025-06-26 17:16:35
Nome81;Sobrenome81;49;391.00;Restaurante;2024-08-15 17:16:35;4000000000000811;Nome81;2025-06-11 17:16:35;J;2025-06-11 17:16:35
Nome15;Sobrenome15;33;475.00;Restaurante;2024-05-23 17:16:35;4000000000000151;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome8;Sobrenome8;26;868.00;Pagamento Aluguel;2023-04-26 17:16:35;4000000000001081;Nome8;2025-05-15 17:16:35;F;2025-05-15 17:16:35
Nome75;Sobrenome75;43;85.00;Compra Online;2025-06-17 17:16:35;4000000000000751;Nome75;2025-06-17 17:16:35;J;2025-06-17 17:16:35
Nome2;Sobrenome2;20;462.00;Supermercado;2024-06-05 17:16:35;4000000000000021;Nome2;2025-08-29 17:16:35;F;2025-08-29 17:16:35
Nome16;Sobrenome16;34;746.00;Supermercado;2023-08-26 17:16:35;4000000000000162;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome20;Sobrenome20;38;880.00;Pagamento Aluguel;2023-04-14 17:16:35;4000000000001201;Nome20;2025-05-03 17:16:35;F;2025-05-03 17:16:35
Nome1;Sobrenome1;19;861.00;Compra Online;2023-05-03 17:16:35;4000000000001011;Nome1;2025-05-22 17:16:35;J;2025-05-22 17:16:35
Nome19;Sobrenome19;37;449.00;Compra Online;2024-06-18 17:16:35;4000000000000192;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome41;Sobrenome41;59;201.00;Compra Online;2025-02-21 17:16:35;4000000000000411;Nome41;2025-07-21 17:16:35;J;2025-07-21 17:16:35
Nome4;Sobrenome4;22;914.00;Supermercado;2023-03-11 17:16:35;4000000000000041;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome4;Sobrenome4;22;734.00;Supermercado;2023-09-07 17:16:35;4000000000000042;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome23;Sobrenome23;41;903.00;Restaurante;2023-03-22 17:16:35;4000000000000232;Nome23;2025-08-08 17:16:35;J;2025-08-08 17:16:35
Nome21;Sobrenome21;39;31.00;Restaurante;2025-08-10 17:16:35;4000000000000211;Nome21;2025-08-10 17:16:35;J;2025-08-10 17:16:35
Nome11;Sobrenome11;29;141.00;Compra Online;2025-04-22 17:16:35;4000000000000112;Nome11;2025-08-20 17:16:35;J;2025-08-20 17:16:35
Nome78;Sobrenome78;46;838.00;Supermercado;2023-05-26 17:16:35;4000000000000781;Nome78;2025-06-14 17:16:35;F;2025-06-14 17:16:35
Nome1;Sobrenome1;19;311.00;Restaurante;2024-11-03 17:16:35;4000000000000011;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome87;Sobrenome87;55;997.00;Compra Online;2022-12-18 17:16:35;4000000000000871;Nome87;2025-06-05 17:16:35;J;2025-06-05 17:16:35
Nome24;Sobrenome24;42;454.00;Supermercado;2024-06-13 17:16:35;4000000000000242;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome83;Sobrenome83;51;243.00;Restaurante;2025-01-10 17:16:35;4000000000000831;Nome83;2025-06-09 17:16:35;J;2025-06-09 17:16:35
Nome83;Sobrenome83;51;693.00;Compra Online;2023-10-18 17:16:35;4000000000000831;Nome83;2025-06-09 17:16:35;J;2025-06-09 17:16:35
Nome99;Sobrenome99;67;559.00;Restaurante;2024-02-29 17:16:35;4000000000000991;Nome99;2025-05-24 17:16:35;J;2025-05-24 17:16:35
Nome12;Sobrenome12;30;922.00;Supermercado;2023-03-03 17:16:35;4000000000000121;Nome12;2025-08-19 17:16:35;F;2025-08-19 17:16:35
Nome94;Sobrenome94;62;554.00;Supermercado;2024-03-05 17:16:35;4000000000000941;Nome94;2025-05-29 17:16:35;F;2025-05-29 17:16:35
Nome5;Sobrenome5;23;865.00;Compra Online;2023-04-29 17:16:35;4000000000001051;Nome5;2025-05-18 17:16:35;J;2025-05-18 17:16:35
Nome15;Sobrenome15;33;925.00;Compra Online;2023-02-28 17:16:35;4000000000000151;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome15;Sobrenome15;33;745.00;Compra Online;2023-08-27 17:16:35;4000000000000152;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome17;Sobrenome17;35;877.00;Compra Online;2023-04-17 17:16:35;4000000000001171;Nome17;2025-05-06 17:16:35;J;2025-05-06 17:16:35
Nome17;Sobrenome17;35;447.00;Restaurante;2024-06-20 17:16:35;4000000000000172;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome49;Sobrenome49;67;809.00;Compra Online;2023-06-24 17:16:35;4000000000000491;Nome49;2025-07-13 17:16:35;J;2025-07-13 17:16:35
Nome7;Sobrenome7;25;767.00;Restaurante;2023-08-05 17:16:35;4000000000000071;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome10;Sobrenome10;28;870.00;Supermercado;2023-04-24 17:16:35;4000000000001101;Nome10;2025-05-13 17:16:35;F;2025-05-13 17:16:35
Nome60;Sobrenome60;28;520.00;Pagamento Aluguel;2024-04-08 17:16:35;4000000000000601;Nome60;2025-07-02 17:16:35;F;2025-07-02 17:16:35
Nome66;Sobrenome66;34;526.00;Supermercado;2024-04-02 17:16:35;4000000000000661;Nome66;2025-06-26 17:16:35;F;2025-06-26 17:16:35
Nome19;Sobrenome19;37;149.00;Compra Online;2025-04-14 17:16:35;4000000000000192;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome17;Sobrenome17;35;597.00;Compra Online;2024-01-22 17:16:35;4000000000000172;Nome17;2025-08-14 17:16:35;J;2025-08-14 17:16:35
Nome95;Sobrenome95;63;855.00;Restaurante;2023-05-09 17:16:35;4000000000000951;Nome95;2025-05-28 17:16:35;J;2025-05-28 17:16:35
Nome33;Sobrenome33;51;643.00;Restaurante;2023-12-07 17:16:35;4000000000000331;Nome33;2025-07-29 17:16:35;J;2025-07-29 17:16:35
Nome9;Sobrenome9;27;469.00;Compra Online;2024-05-29 17:16:35;4000000000000091;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome35;Sobrenome35;53;45.00;Compra Online;2025-07-27 17:16:35;4000000000000351;Nome35;2025-07-27 17:16:35;J;2025-07-27 17:16:35
Nome10;Sobrenome10;28;420.00;Pagamento Aluguel;2024-07-17 17:16:35;4000000000001101;Nome10;2025-05-13 17:16:35;F;2025-05-13 17:16:35
Nome80;Sobrenome80;48;390.00;Supermercado;2024-08-16 17:16:35;4000000000000801;Nome80;2025-06-12 17:16:35;F;2025-06-12 17:16:35
Nome34;Sobrenome34;52;494.00;Supermercado;2024-05-04 17:16:35;4000000000000341;Nome34;2025-07-28 17:16:35;F;2025-07-28 17:16:35
Nome16;Sobrenome16;34;446.00;Supermercado;2024-06-21 17:16:35;4000000000000162;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome5;Sobrenome5;23;765.00;Compra Online;2023-08-07 17:16:35;4000000000000051;Nome5;2025-08-26 17:16:35;J;2025-08-26 17:16:35
Nome15;Sobrenome15;33;295.00;Restaurante;2024-11-19 17:16:35;4000000000000152;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome35;Sobrenome35;53;945.00;Compra Online;2023-02-08 17:16:35;4000000000000351;Nome35;2025-07-27 17:16:35;J;2025-07-27 17:16:35
Nome97;Sobrenome97;65;707.00;Restaurante;2023-10-04 17:16:35;4000000000000971;Nome97;2025-05-26 17:16:35;J;2025-05-26 17:16:35
Nome10;Sobrenome10;28;920.00;Pagamento Aluguel;2023-03-05 17:16:35;4000000000000101;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome80;Sobrenome80;48;840.00;Pagamento Aluguel;2023-05-24 17:16:35;4000000000000801;Nome80;2025-06-12 17:16:35;F;2025-06-12 17:16:35
Nome83;Sobrenome83;51;393.00;Compra Online;2024-08-13 17:16:35;4000000000000831;Nome83;2025-06-09 17:16:35;J;2025-06-09 17:16:35
Nome12;Sobrenome12;30;272.00;Pagamento Aluguel;2024-12-12 17:16:35;4000000000001121;Nome12;2025-05-11 17:16:35;F;2025-05-11 17:16:35
Nome1;Sobrenome1;19;411.00;Restaurante;2024-07-26 17:16:35;4000000000001011;Nome1;2025-05-22 17:16:35;J;2025-05-22 17:16:35
Nome48;Sobrenome48;66;358.00;Supermercado;2024-09-17 17:16:35;4000000000000481;Nome48;2025-07-14 17:16:35;F;2025-07-14 17:16:35
Nome64;Sobrenome64;32;674.00;Supermercado;2023-11-06 17:16:35;4000000000000641;Nome64;2025-06-28 17:16:35;F;2025-06-28 17:16:35
Nome60;Sobrenome60;28;670.00;Supermercado;2023-11-10 17:16:35;4000000000000601;Nome60;2025-07-02 17:16:35;F;2025-07-02 17:16:35
Nome18;Sobrenome18;36;628.00;Pagamento Aluguel;2023-12-22 17:16:35;4000000000000181;Nome18;2025-08-13 17:16:35;F;2025-08-13 17:16:35
Nome53;Sobrenome53;21;513.00;Compra Online;2024-04-15 17:16:35;4000000000000531;Nome53;2025-07-09 17:16:35;J;2025-07-09 17:16:35
Nome88;Sobrenome88;56;248.00;Pagamento Aluguel;2025-01-05 17:16:35;4000000000000881;Nome88;2025-06-04 17:16:35;F;2025-06-04 17:16:35
Nome62;Sobrenome62;30;72.00;Pagamento Aluguel;2025-06-30 17:16:35;4000000000000621;Nome62;2025-06-30 17:16:35;F;2025-06-30 17:16:35
Nome1;Sobrenome1;19;11.00;Restaurante;2025-08-30 17:16:35;4000000000000011;Nome1;2025-08-30 17:16:35;J;2025-08-30 17:16:35
Nome20;Sobrenome20;38;630.00;Supermercado;2023-12-20 17:16:35;4000000000000201;Nome20;2025-08-11 17:16:35;F;2025-08-11 17:16:35
Nome88;Sobrenome88;56;398.00;Supermercado;2024-08-08 17:16:35;4000000000000881;Nome88;2025-06-04 17:16:35;F;2025-06-04 17:16:35
Nome4;Sobrenome4;22;434.00;Supermercado;2024-07-03 17:16:35;4000000000000042;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome58;Sobrenome58;26;68.00;Pagamento Aluguel;2025-07-04 17:16:35;4000000000000581;Nome58;2025-07-04 17:16:35;F;2025-07-04 17:16:35
Nome14;Sobrenome14;32;444.00;Pagamento Aluguel;2024-06-23 17:16:35;4000000000000142;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome81;Sobrenome81;49;991.00;Restaurante;2022-12-24 17:16:35;4000000000000811;Nome81;2025-06-11 17:16:35;J;2025-06-11 17:16:35
Nome52;Sobrenome52;20;812.00;Pagamento Aluguel;2023-06-21 17:16:35;4000000000000521;Nome52;2025-07-10 17:16:35;F;2025-07-10 17:16:35
Nome13;Sobrenome13;31;123.00;Restaurante;2025-05-10 17:16:35;4000000000001131;Nome13;2025-05-10 17:16:35;J;2025-05-10 17:16:35
Nome4;Sobrenome4;22;714.00;Supermercado;2023-09-27 17:16:35;4000000000001041;Nome4;2025-05-19 17:16:35;F;2025-05-19 17:16:35
Nome25;Sobrenome25;43;935.00;Restaurante;2023-02-18 17:16:35;4000000000000251;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome74;Sobrenome74;42;534.00;Supermercado;2024-03-25 17:16:35;4000000000000741;Nome74;2025-06-18 17:16:35;F;2025-06-18 17:16:35
Nome16;Sobrenome16;34;626.00;Supermercado;2023-12-24 17:16:35;4000000000000161;Nome16;2025-08-15 17:16:35;F;2025-08-15 17:16:35
Nome37;Sobrenome37;55;197.00;Compra Online;2025-02-25 17:16:35;4000000000000371;Nome37;2025-07-25 17:16:35;J;2025-07-25 17:16:35
Nome9;Sobrenome9;27;439.00;Restaurante;2024-06-28 17:16:35;4000000000000092;Nome9;2025-08-22 17:16:35;J;2025-08-22 17:16:35
Nome8;Sobrenome8;26;438.00;Supermercado;2024-06-29 17:16:35;4000000000000082;Nome8;2025-08-23 17:16:35;F;2025-08-23 17:16:35
Nome7;Sobrenome7;25;167.00;Restaurante;2025-03-27 17:16:35;4000000000000071;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome10;Sobrenome10;28;140.00;Pagamento Aluguel;2025-04-23 17:16:35;4000000000000102;Nome10;2025-08-21 17:16:35;F;2025-08-21 17:16:35
Nome77;Sobrenome77;45;837.00;Compra Online;2023-05-27 17:16:35;4000000000000771;Nome77;2025-06-15 17:16:35;J;2025-06-15 17:16:35
Nome66;Sobrenome66;34;976.00;Pagamento Aluguel;2023-01-08 17:16:35;4000000000000661;Nome66;2025-06-26 17:16:35;F;2025-06-26 17:16:35
Nome20;Sobrenome20;38;580.00;Pagamento Aluguel;2024-02-08 17:16:35;4000000000001201;Nome20;2025-05-03 17:16:35;F;2025-05-03 17:16:35
Nome9;Sobrenome9;27;419.00;Restaurante;2024-07-18 17:16:35;4000000000001091;Nome9;2025-05-14 17:16:35;J;2025-05-14 17:16:35
Nome59;Sobrenome59;27;69.00;Compra Online;2025-07-03 17:16:35;4000000000000591;Nome59;2025-07-03 17:16:35;J;2025-07-03 17:16:35
Nome14;Sobrenome14;32;294.00;Supermercado;2024-11-20 17:16:35;4000000000000142;Nome14;2025-08-17 17:16:35;F;2025-08-17 17:16:35
Nome36;Sobrenome36;54;196.00;Pagamento Aluguel;2025-02-26 17:16:35;4000000000000361;Nome36;2025-07-26 17:16:35;F;2025-07-26 17:16:35
Nome26;Sobrenome26;44;786.00;Supermercado;2023-07-17 17:16:35;4000000000000261;Nome26;2025-08-05 17:16:35;F;2025-08-05 17:16:35
Nome5;Sobrenome5;23;415.00;Restaurante;2024-07-22 17:16:35;4000000000001051;Nome5;2025-05-18 17:16:35;J;2025-05-18 17:16:35
Nome64;Sobrenome64;32;374.00;Supermercado;2024-09-01 17:16:35;4000000000000641;Nome64;2025-06-28 17:16:35;F;2025-06-28 17:16:35
Nome59;Sobrenome59;27;369.00;Compra Online;2024-09-06 17:16:35;4000000000000591;Nome59;2025-07-03 17:16:35;J;2025-07-03 17:16:35
Nome24;Sobrenome24;42;754.00;Supermercado;2023-08-18 17:16:35;4000000000000242;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome13;Sobrenome13;31;443.00;Restaurante;2024-06-24 17:16:35;4000000000000132;Nome13;2025-08-18 17:16:35;J;2025-08-18 17:16:35
Nome5;Sobrenome5;23;115.00;Restaurante;2025-05-18 17:16:35;4000000000001051;Nome5;2025-05-18 17:16:35;J;2025-05-18 17:16:35
Nome19;Sobrenome19;37;479.00;Restaurante;2024-05-19 17:16:35;4000000000000191;Nome19;2025-08-12 17:16:35;J;2025-08-12 17:16:35
Nome82;Sobrenome82;50;992.00;Pagamento Aluguel;2022-12-23 17:16:35;4000000000000821;Nome82;2025-06-10 17:16:35;F;2025-06-10 17:16:35
Nome25;Sobrenome25;43;605.00;Compra Online;2024-01-14 17:16:35;4000000000000252;Nome25;2025-08-06 17:16:35;J;2025-08-06 17:16:35
Nome24;Sobrenome24;42;334.00;Supermercado;2024-10-11 17:16:35;4000000000000241;Nome24;2025-08-07 17:16:35;F;2025-08-07 17:16:35
Nome67;Sobrenome67;35;977.00;Compra Online;2023-01-07 17:16:35;4000000000000671;Nome67;2025-06-25 17:16:35;J;2025-06-25 17:16:35
Nome27;Sobrenome27;45;187.00;Restaurante;2025-03-07 17:16:35;4000000000000271;Nome27;2025-08-04 17:16:35;J;2025-08-04 17:16:35
Nome94;Sobrenome94;62;1004.00;Pagamento Aluguel;2022-12-11 17:16:35;4000000000000941;Nome94;2025-05-29 17:16:35;F;2025-05-29 17:16:35
Nome47;Sobrenome47;65;957.00;Compra Online;2023-01-27 17:16:35;4000000000000471;Nome47;2025-07-15 17:16:35;J;2025-07-15 17:16:35
Nome20;Sobrenome20;38;280.00;Pagamento Aluguel;2024-12-04 17:16:35;4000000000001201;Nome20;2025-05-03 17:16:35;F;2025-05-03 17:16:35
Nome20;Sobrenome20;38;730.00;Supermercado;2023-09-11 17:16:35;4000000000001201;Nome20;2025-05-03 17:16:35;F;2025-05-03 17:16:35
Nome37;Sobrenome37;55;47.00;Restaurante;2025-07-25 17:16:35;4000000000000371;Nome37;2025-07-25 17:16:35;J;2025-07-25 17:16:35
Nome7;Sobrenome7;25;287.00;Restaurante;2024-11-27 17:16:35;4000000000000072;Nome7;2025-08-24 17:16:35;J;2025-08-24 17:16:35
Nome28;Sobrenome28;46;788.00;Pagamento Aluguel;2023-07-15 17:16:35;4000000000000281;Nome28;2025-08-03 17:16:35;F;2025-08-03 17:16:35
Nome1;Sobrenome1;19;261.00;Compra Online;2024-12-23 17:16:35;4000000000001011;Nome1;2025-05-22 17:16:35;J;2025-05-22 17:16:35
Nome4;Sobrenome4;22;614.00;Supermercado;2024-01-05 17:16:35;4000000000000041;Nome4;2025-08-27 17:16:35;F;2025-08-27 17:16:35
Nome59;Sobrenome59;27;819.00;Restaurante;2023-06-14 17:16:35;4000000000000591;Nome59;2025-07-03 17:16:35;J;2025-07-03 17:16:35
Nome39;Sobrenome39;57;49.00;Compra Online;2025-07-23 17:16:35;4000000000000391;Nome39;2025-07-23 17:16:35;J;2025-07-23 17:16:35
Nome95;Sobrenome95;63;405.00;Compra Online;2024-08-01 17:16:35;4000000000000951;Nome95;2025-05-28 17:16:35;J;2025-05-28 17:16:35
Nome32;Sobrenome32;50;192.00;Pagamento Aluguel;2025-03-02 17:16:35;4000000000000321;Nome32;2025-07-30 17:16:35;F;2025-07-30 17:16:35
Nome27;Sobrenome27;45;337.00;Compra Online;2024-10-08 17:16:35;4000000000000271;Nome27;2025-08-04 17:16:35;J;2025-08-04 17:16:35
Nome19;Sobrenome19;37;879.00;Restaurante;2023-04-15 17:16:35;4000000000001191;Nome19;2025-05-04 17:16:35;J;2025-05-04 17:16:35
Nome15;Sobrenome15;33;175.00;Restaurante;2025-03-19 17:16:35;4000000000000151;Nome15;2025-08-16 17:16:35;J;2025-08-16 17:16:35
Nome4;Sobrenome4;22;114.00;Supermercado;2025-05-19 17:16:35;4000000000001041;Nome4;2025-05-19 17:16:35;F;2025-05-19 17:16:35
Nome32;Sobrenome32;50;642.00;Supermercado;2023-12-08 17:16:35;4000000000000321;Nome32;2025-07-30 17:16:35;F;2025-07-30 17:16:35
Nome2;Sobrenome2;20;412.00;Pagamento Aluguel;2024-07-25 17:16:35;4000000000001021;Nome2;2025-05-21 17:16:35;F;2025-05-21 17:16:35
